Hourly measurement data supplied by UK-air on 16/01/2026,,,,,,,
All Data GMT hour ending,,,,,,,
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect,,,,,,,
Site Name,,Sheffield Barnsley Road,,Sheffield Devonshire Green,,Sheffield Tinsley,
Latitude,,53.40495,,53.378622,,53.41058,
Longitude,,-1.455815,,-1.478096,,-1.396139,
Site Type,,Urban Traffic,,Urban Background,,Urban Background,
Zone,,Yorkshire & Humberside,,Yorkshire & Humberside,,Yorkshire & Humberside,
Agglomeration,,Sheffield Urban Area,,Sheffield Urban Area,,Sheffield Urban Area,
Local Authority,,Sheffield,,Sheffield,,Sheffield,
Date,Time,Nitrogen dioxide,Status,Nitrogen dioxide,Status,Nitrogen dioxide,Status
12/01/2022,15:00:00,36.71792,V ugm-3,15.19999,V ugm-3,38.88876,V ugm-3
12/01/2022,16:00:00,52.71081,V ugm-3,16.19641,V ugm-3,39.4162,V ugm-3
12/01/2022,17:00:00,87.63058,V ugm-3,31.83158,V ugm-3,65.64226,V ugm-3
12/01/2022,18:00:00,100.64172,V ugm-3,43.06862,V ugm-3,82.16251,V ugm-3
12/01/2022,19:00:00,76.09698,V ugm-3,46.31007,V ugm-3,72.97933,V ugm-3
12/01/2022,20:00:00,90.79149,V ugm-3,25.09714,V ugm-3,73.03539,V ugm-3
12/01/2022,21:00:00,102.60849,V ugm-3,27.90197,V ugm-3,82.8053,V ugm-3
12/01/2022,22:00:00,82.0096,V ugm-3,24.33782,V ugm-3,78.27232,V ugm-3
12/01/2022,23:00:00,92.56512,V ugm-3,28.57304,V ugm-3,77.27527,V ugm-3
12/01/2022,24:00:00,82.94309,V ugm-3,49.6164,V ugm-3,63.44265,V ugm-3
13/01/2022,01:00:00,84.35177,V ugm-3,48.9232,V ugm-3,56.38491,V ugm-3
13/01/2022,02:00:00,46.87501,V ugm-3,53.87479,V ugm-3,39.13471,V ugm-3
13/01/2022,03:00:00,39.24711,V ugm-3,39.25136,V ugm-3,39.01165,V ugm-3
13/01/2022,04:00:00,36.33994,V ugm-3,25.44048,V ugm-3,33.41569,V ugm-3
13/01/2022,05:00:00,33.45779,V ugm-3,30.6102,V ugm-3,31.51469,V ugm-3
13/01/2022,06:00:00,62.71364,V ugm-3,36.80528,V ugm-3,42.75925,V ugm-3
13/01/2022,07:00:00,82.82244,V ugm-3,50.26448,V ugm-3,57.80767,V ugm-3
13/01/2022,08:00:00,125.74375,V ugm-3,59.16982,V ugm-3,72.86037,V ugm-3
13/01/2022,09:00:00,129.95599,V ugm-3,79.0797,V ugm-3,73.12265,V ugm-3
13/01/2022,10:00:00,153.28503,V ugm-3,77.93578,V ugm-3,74.18116,V ugm-3
13/01/2022,11:00:00,93.63856,V ugm-3,55.99933,V ugm-3,55.74859,V ugm-3
13/01/2022,12:00:00,47.68502,V ugm-3,9.88057,V ugm-3,53.52933,V ugm-3
13/01/2022,13:00:00,40.47009,V ugm-3,10.77086,V ugm-3,44.44508,V ugm-3
13/01/2022,14:00:00,46.35672,V ugm-3,12.8668,V ugm-3,30.82695,V ugm-3
13/01/2022,15:00:00,60.84079,V ugm-3,18.81714,V ugm-3,40.0646,V ugm-3
13/01/2022,16:00:00,61.21162,V ugm-3,23.71819,V ugm-3,54.21127,V ugm-3
13/01/2022,17:00:00,76.12444,V ugm-3,29.28905,V ugm-3,66.66979,V ugm-3
13/01/2022,18:00:00,95.49638,V ugm-3,29.28604,V ugm-3,82.14065,V ugm-3
13/01/2022,19:00:00,122.44123,V ugm-3,58.29446,V ugm-3,87.52724,V ugm-3
13/01/2022,20:00:00,109.32987,V ugm-3,64.26497,V ugm-3,86.26085,V ugm-3
13/01/2022,21:00:00,99.15779,V ugm-3,24.87026,V ugm-3,78.13199,V ugm-3
13/01/2022,22:00:00,85.42635,V ugm-3,18.52681,V ugm-3,71.58504,V ugm-3
13/01/2022,23:00:00,66.32051,V ugm-3,33.7337,V ugm-3,66.72954,V ugm-3
13/01/2022,24:00:00,74.22671,V ugm-3,26.6803,V ugm-3,60.12545,V ugm-3
14/01/2022,01:00:00,61.34417,V ugm-3,34.73475,V ugm-3,41.18771,V ugm-3
14/01/2022,02:00:00,37.34597,V ugm-3,46.88112,V ugm-3,22.03707,V ugm-3
14/01/2022,03:00:00,17.5407,V ugm-3,42.50502,V ugm-3,31.7356,V ugm-3
14/01/2022,04:00:00,19.26256,V ugm-3,30.10551,V ugm-3,21.12181,V ugm-3
14/01/2022,05:00:00,29.37145,V ugm-3,23.23562,V ugm-3,47.15494,V ugm-3
14/01/2022,06:00:00,47.52825,V ugm-3,34.04407,V ugm-3,49.53148,V ugm-3
14/01/2022,07:00:00,95.86139,V ugm-3,51.95915,V ugm-3,64.5307,V ugm-3
14/01/2022,08:00:00,123.04651,V ugm-3,65.10488,V ugm-3,50.85386,V ugm-3
14/01/2022,09:00:00,139.21333,V ugm-3,78.95935,V ugm-3,75.99584,V ugm-3
14/01/2022,10:00:00,112.52155,V ugm-3,74.32443,V ugm-3,76.26158,V ugm-3
14/01/2022,11:00:00,81.9508,V ugm-3,72.84935,V ugm-3,80.48479,V ugm-3
14/01/2022,12:00:00,81.04533,V ugm-3,68.05537,V ugm-3,69.49719,V ugm-3
14/01/2022,13:00:00,96.36261,V ugm-3,70.41633,V ugm-3,69.33532,V ugm-3
14/01/2022,14:00:00,82.35248,V ugm-3,71.04501,V ugm-3,49.63726,V ugm-3
14/01/2022,15:00:00,100.88558,V ugm-3,66.51141,V ugm-3,53.65046,V ugm-3
14/01/2022,16:00:00,169.32291,V ugm-3,71.44276,V ugm-3,65.90172,V ugm-3
14/01/2022,17:00:00,155.59975,V ugm-3,78.65629,V ugm-3,83.48719,V ugm-3
14/01/2022,18:00:00,184.47169,V ugm-3,83.89347,V ugm-3,92.57345,V ugm-3
14/01/2022,19:00:00,151.91922,V ugm-3,76.19554,V ugm-3,85.81432,V ugm-3
14/01/2022,20:00:00,124.77008,V ugm-3,72.17667,V ugm-3,68.06955,V ugm-3
14/01/2022,21:00:00,113.49994,V ugm-3,80.30084,V ugm-3,63.4768,V ugm-3
14/01/2022,22:00:00,93.78532,V ugm-3,70.844,V ugm-3,58.56563,V ugm-3
14/01/2022,23:00:00,82.99357,V ugm-3,59.47369,V ugm-3,53.86652,V ugm-3
14/01/2022,24:00:00,77.05862,V ugm-3,59.35968,V ugm-3,44.67747,V ugm-3
15/01/2022,01:00:00,64.30009,V ugm-3,54.52172,V ugm-3,45.71122,V ugm-3
15/01/2022,02:00:00,60.97562,V ugm-3,50.90928,V ugm-3,46.27471,V ugm-3
15/01/2022,03:00:00,47.32488,V ugm-3,42.19083,V ugm-3,40.78089,V ugm-3
15/01/2022,04:00:00,42.64534,V ugm-3,37.31665,V ugm-3,36.97751,V ugm-3
15/01/2022,05:00:00,37.74882,V ugm-3,36.1938,V ugm-3,38.72077,V ugm-3
15/01/2022,06:00:00,40.55856,V ugm-3,36.28472,V ugm-3,37.66425,V ugm-3
15/01/2022,07:00:00,77.57859,V ugm-3,36.85731,V ugm-3,43.42222,V ugm-3
15/01/2022,08:00:00,58.13225,V ugm-3,36.46843,V ugm-3,47.96517,V ugm-3
15/01/2022,09:00:00,66.50593,V ugm-3,48.33361,V ugm-3,40.67523,V ugm-3
15/01/2022,10:00:00,79.01064,V ugm-3,73.22759,V ugm-3,40.78077,V ugm-3
15/01/2022,11:00:00,58.92015,V ugm-3,55.72015,V ugm-3,39.14319,V ugm-3
15/01/2022,12:00:00,67.57377,V ugm-3,67.47301,V ugm-3,41.62595,V ugm-3
15/01/2022,13:00:00,62.59331,V ugm-3,73.75791,V ugm-3,45.7463,V ugm-3
15/01/2022,14:00:00,67.97711,V ugm-3,61.76709,V ugm-3,49.3384,V ugm-3
15/01/2022,15:00:00,67.21279,V ugm-3,45.30838,V ugm-3,47.75365,V ugm-3
15/01/2022,16:00:00,64.50798,V ugm-3,47.24194,V ugm-3,49.70816,V ugm-3
15/01/2022,17:00:00,70.71955,V ugm-3,49.96407,V ugm-3,50.34206,V ugm-3
15/01/2022,18:00:00,96.82196,V ugm-3,54.44907,V ugm-3,51.97964,V ugm-3
15/01/2022,19:00:00,87.5734,V ugm-3,57.63813,V ugm-3,50.65905,V ugm-3
15/01/2022,20:00:00,70.84802,V ugm-3,50.89657,V ugm-3,48.0178,V ugm-3
15/01/2022,21:00:00,65.66166,V ugm-3,54.06059,V ugm-3,49.12713,V ugm-3
15/01/2022,22:00:00,60.36661,V ugm-3,50.91426,V ugm-3,49.76096,V ugm-3
15/01/2022,23:00:00,58.09447,V ugm-3,51.39421,V ugm-3,44.68976,V ugm-3
15/01/2022,24:00:00,60.84275,V ugm-3,41.75941,V ugm-3,38.6677,V ugm-3
16/01/2022,01:00:00,54.97971,V ugm-3,34.36604,V ugm-3,39.24575,V ugm-3
16/01/2022,02:00:00,53.05113,V ugm-3,41.20787,V ugm-3,42.34607,V ugm-3
16/01/2022,03:00:00,54.97517,V ugm-3,46.32047,V ugm-3,33.08066,V ugm-3
16/01/2022,04:00:00,33.57433,V ugm-3,24.48453,V ugm-3,31.70678,V ugm-3
16/01/2022,05:00:00,20.51666,V ugm-3,15.62896,V ugm-3,28.1133,V ugm-3
16/01/2022,06:00:00,27.02075,V ugm-3,17.7654,V ugm-3,17.54443,V ugm-3
16/01/2022,07:00:00,44.33101,V ugm-3,12.99772,V ugm-3,37.6253,V ugm-3
16/01/2022,08:00:00,51.01003,V ugm-3,25.37624,V ugm-3,38.78788,V ugm-3
16/01/2022,09:00:00,22.53436,V ugm-3,12.04675,V ugm-3,24.41416,V ugm-3
16/01/2022,10:00:00,27.23197,V ugm-3,9.76392,V ugm-3,18.54839,V ugm-3
16/01/2022,11:00:00,29.22277,V ugm-3,10.05728,V ugm-3,24.83692,V ugm-3
16/01/2022,12:00:00,29.99839,V ugm-3,10.00414,V ugm-3,16.75172,V ugm-3
16/01/2022,13:00:00,43.32026,V ugm-3,16.09909,V ugm-3,24.88975,V ugm-3
16/01/2022,14:00:00,35.47185,V ugm-3,20.24412,V ugm-3,32.7105,V ugm-3
16/01/2022,15:00:00,59.5673,V ugm-3,18.19884,V ugm-3,32.86921,V ugm-3
16/01/2022,16:00:00,49.25828,V ugm-3,18.61909,V ugm-3,48.77523,V ugm-3
16/01/2022,17:00:00,63.2046,V ugm-3,18.66401,V ugm-3,44.23045,V ugm-3
16/01/2022,18:00:00,51.44141,V ugm-3,13.71478,V ugm-3,44.44215,V ugm-3
16/01/2022,19:00:00,61.66007,V ugm-3,12.19219,V ugm-3,33.97908,V ugm-3
16/01/2022,20:00:00,49.93528,V ugm-3,14.42724,V ugm-3,26.15811,V ugm-3
16/01/2022,21:00:00,92.7953,V ugm-3,24.10841,V ugm-3,46.13319,V ugm-3
16/01/2022,22:00:00,101.1594,V ugm-3,10.14194,V ugm-3,62.88498,V ugm-3
16/01/2022,23:00:00,84.44919,V ugm-3,8.24305,V ugm-3,51.89354,V ugm-3
16/01/2022,24:00:00,78.0348,V ugm-3,10.43147,V ugm-3,53.95421,V ugm-3
17/01/2022,01:00:00,38.75145,V ugm-3,11.04607,V ugm-3,42.43291,V ugm-3
17/01/2022,02:00:00,19.20314,V ugm-3,7.04546,V ugm-3,33.41076,V ugm-3
17/01/2022,03:00:00,14.58004,V ugm-3,5.61796,V ugm-3,21.93901,V ugm-3
17/01/2022,04:00:00,8.90376,V ugm-3,7.3313,V ugm-3,18.29121,V ugm-3
17/01/2022,05:00:00,12.61373,V ugm-3,6.47473,V ugm-3,28.01838,V ugm-3
17/01/2022,06:00:00,21.93796,V ugm-3,12.66129,V ugm-3,64.49271,V ugm-3
17/01/2022,07:00:00,41.24148,V ugm-3,46.38654,V ugm-3,71.99826,V ugm-3
17/01/2022,08:00:00,45.84487,V ugm-3,46.9713,V ugm-3,77.17608,V ugm-3
17/01/2022,09:00:00,60.35021,V ugm-3,46.69388,V ugm-3,93.81918,V ugm-3
17/01/2022,10:00:00,62.82021,V ugm-3,94.32781,V ugm-3,84.99379,V ugm-3
17/01/2022,11:00:00,71.30165,V ugm-3,98.37874,V ugm-3,79.60274,V ugm-3
17/01/2022,12:00:00,45.84814,V ugm-3,41.88806,V ugm-3,72.31074,V ugm-3
17/01/2022,13:00:00,56.68346,V ugm-3,16.20684,V ugm-3,56.72033,V ugm-3
17/01/2022,14:00:00,75.40889,V ugm-3,22.06687,V ugm-3,59.41728,V ugm-3
17/01/2022,15:00:00,99.22626,V ugm-3,46.47718,V ugm-3,60.36968,V ugm-3
17/01/2022,16:00:00,173.88252,V ugm-3,84.3735,V ugm-3,67.61184,V ugm-3
17/01/2022,17:00:00,156.88423,V ugm-3,91.68384,V ugm-3,76.75419,V ugm-3
17/01/2022,18:00:00,155.88323,V ugm-3,91.92638,V ugm-3,93.76464,V ugm-3
17/01/2022,19:00:00,117.67067,V ugm-3,82.89519,V ugm-3,109.13978,V ugm-3
17/01/2022,20:00:00,117.4262,V ugm-3,87.25361,V ugm-3,105.70252,V ugm-3
17/01/2022,21:00:00,117.4025,V ugm-3,86.14895,V ugm-3,70.24525,V ugm-3
17/01/2022,22:00:00,109.01949,V ugm-3,82.24562,V ugm-3,79.38158,V ugm-3
17/01/2022,23:00:00,127.52045,V ugm-3,72.65654,V ugm-3,64.90371,V ugm-3
17/01/2022,24:00:00,117.51348,V ugm-3,66.86311,V ugm-3,49.78939,V ugm-3
18/01/2022,01:00:00,87.84649,V ugm-3,69.49596,V ugm-3,43.28301,V ugm-3
18/01/2022,02:00:00,62.92304,V ugm-3,62.1235,V ugm-3,44.40682,V ugm-3
18/01/2022,03:00:00,63.97795,V ugm-3,55.87903,V ugm-3,41.39316,V ugm-3
18/01/2022,04:00:00,57.91061,V ugm-3,49.37049,V ugm-3,42.71747,V ugm-3
18/01/2022,05:00:00,60.08179,V ugm-3,46.96692,V ugm-3,47.36496,V ugm-3
18/01/2022,06:00:00,93.88966,V ugm-3,44.63775,V ugm-3,50.59301,V ugm-3
18/01/2022,07:00:00,113.07517,V ugm-3,51.78534,V ugm-3,56.41108,V ugm-3
18/01/2022,08:00:00,151.0707,V ugm-3,67.06934,V ugm-3,61.17195,V ugm-3
18/01/2022,09:00:00,197.66411,V ugm-3,107.78163,V ugm-3,64.44827,V ugm-3
18/01/2022,10:00:00,151.43834,V ugm-3,112.6339,V ugm-3,64.98031,V ugm-3
18/01/2022,11:00:00,133.35067,V ugm-3,119.38907,V ugm-3,66.98695,V ugm-3
18/01/2022,12:00:00,130.82368,V ugm-3,117.93683,V ugm-3,66.25008,V ugm-3
18/01/2022,13:00:00,138.58509,V ugm-3,113.49516,V ugm-3,69.53626,V ugm-3
18/01/2022,14:00:00,57.60604,V ugm-3,17.92921,V ugm-3,56.10729,V ugm-3
18/01/2022,15:00:00,60.57731,V ugm-3,21.02539,V ugm-3,34.84985,V ugm-3
18/01/2022,16:00:00,61.18041,V ugm-3,30.83761,V ugm-3,35.48424,V ugm-3
18/01/2022,17:00:00,67.64771,V ugm-3,33.78734,V ugm-3,42.83496,V ugm-3
18/01/2022,18:00:00,84.86446,V ugm-3,34.12212,V ugm-3,40.66711,V ugm-3
18/01/2022,19:00:00,55.29342,V ugm-3,32.81043,V ugm-3,39.76812,V ugm-3
18/01/2022,20:00:00,51.12655,V ugm-3,32.25083,V ugm-3,36.17221,V ugm-3
18/01/2022,21:00:00,51.48003,V ugm-3,16.05292,V ugm-3,36.01441,V ugm-3
18/01/2022,22:00:00,53.18895,V ugm-3,21.19281,V ugm-3,40.93213,V ugm-3
18/01/2022,23:00:00,50.3102,V ugm-3,28.8206,V ugm-3,32.52422,V ugm-3
18/01/2022,24:00:00,50.38343,V ugm-3,19.95978,V ugm-3,33.9521,V ugm-3
19/01/2022,01:00:00,67.407,V ugm-3,12.90106,V ugm-3,31.81337,V ugm-3
19/01/2022,02:00:00,58.16754,V ugm-3,11.42809,V ugm-3,32.23684,V ugm-3
19/01/2022,03:00:00,29.73834,V ugm-3,8.81792,V ugm-3,10.63386,V ugm-3
19/01/2022,04:00:00,21.14506,V ugm-3,4.71765,V ugm-3,8.78214,V ugm-3
19/01/2022,05:00:00,18.68569,V ugm-3,7.95223,V ugm-3,14.81335,V ugm-3
19/01/2022,06:00:00,24.43792,V ugm-3,10.2859,V ugm-3,21.69083,V ugm-3
19/01/2022,07:00:00,33.31807,V ugm-3,12.76161,V ugm-3,27.40436,V ugm-3
19/01/2022,08:00:00,40.90251,V ugm-3,9.09982,V ugm-3,35.12706,V ugm-3
19/01/2022,09:00:00,43.89269,V ugm-3,13.81874,V ugm-3,44.49011,V ugm-3
19/01/2022,10:00:00,25.68707,V ugm-3,13.81384,V ugm-3,28.3559,V ugm-3
19/01/2022,11:00:00,24.3396,V ugm-3,8.33931,V ugm-3,16.55853,V ugm-3
19/01/2022,12:00:00,18.29206,V ugm-3,9.05587,V ugm-3,16.55853,V ugm-3
19/01/2022,13:00:00,24.98404,V ugm-3,8.43939,V ugm-3,14.38948,V ugm-3
19/01/2022,14:00:00,21.89685,V ugm-3,8.53112,V ugm-3,16.71733,V ugm-3
19/01/2022,15:00:00,33.60735,V ugm-3,12.15023,V ugm-3,19.94447,V ugm-3
19/01/2022,16:00:00,39.21192,V ugm-3,13.90756,V ugm-3,23.5949,V ugm-3
19/01/2022,17:00:00,48.0256,V ugm-3,16.9556,V ugm-3,43.11556,V ugm-3
19/01/2022,18:00:00,40.50726,V ugm-3,18.52821,V ugm-3,31.79505,V ugm-3
19/01/2022,19:00:00,36.33223,V ugm-3,15.90392,V ugm-3,26.29373,V ugm-3
19/01/2022,20:00:00,40.59662,V ugm-3,18.09101,V ugm-3,33.27683,V ugm-3
19/01/2022,21:00:00,28.74029,V ugm-3,15.47308,V ugm-3,25.12996,V ugm-3
19/01/2022,22:00:00,25.69057,V ugm-3,10.80865,V ugm-3,19.09881,V ugm-3
19/01/2022,23:00:00,17.56074,V ugm-3,10.42685,V ugm-3,16.34774,V ugm-3
19/01/2022,24:00:00,24.15878,V ugm-3,5.09582,V ugm-3,9.68171,V ugm-3
20/01/2022,01:00:00,9.48102,V ugm-3,3.55572,V ugm-3,9.03269,V ugm-3
20/01/2022,02:00:00,6.11052,V ugm-3,6.60121,V ugm-3,7.33905,V ugm-3
20/01/2022,03:00:00,5.2986,V ugm-3,6.47484,V ugm-3,6.19213,V ugm-3
20/01/2022,04:00:00,7.64879,V ugm-3,8.90386,V ugm-3,11.80238,V ugm-3
20/01/2022,05:00:00,12.06266,V ugm-3,8.90172,V ugm-3,13.28435,V ugm-3
20/01/2022,06:00:00,34.0961,V ugm-3,8.18806,V ugm-3,45.82935,V ugm-3
20/01/2022,07:00:00,45.36011,V ugm-3,12.80548,V ugm-3,33.28869,V ugm-3
20/01/2022,08:00:00,43.53024,V ugm-3,21.46943,V ugm-3,44.61498,V ugm-3
20/01/2022,09:00:00,58.77826,V ugm-3,29.18731,V ugm-3,23.4987,V ugm-3
20/01/2022,10:00:00,44.46168,V ugm-3,19.24077,V ugm-3,24.50396,V ugm-3
20/01/2022,11:00:00,35.81381,V ugm-3,16.72014,V ugm-3,32.75992,V ugm-3
20/01/2022,12:00:00,40.125,V ugm-3,16.43442,V ugm-3,26.25016,V ugm-3
20/01/2022,13:00:00,39.04581,V ugm-3,11.95906,V ugm-3,23.65676,V ugm-3
20/01/2022,14:00:00,36.14165,V ugm-3,11.24414,V ugm-3,14.60673,V ugm-3
20/01/2022,15:00:00,47.1365,V ugm-3,12.95629,V ugm-3,16.35338,V ugm-3
20/01/2022,16:00:00,61.72281,V ugm-3,19.71363,V ugm-3,34.98282,V ugm-3
20/01/2022,17:00:00,78.89737,V ugm-3,27.52025,V ugm-3,60.49045,V ugm-3
20/01/2022,18:00:00,70.90004,V ugm-3,33.57608,V ugm-3,69.80259,V ugm-3
20/01/2022,19:00:00,48.6016,V ugm-3,28.47115,V ugm-3,72.92489,V ugm-3
20/01/2022,20:00:00,41.37836,V ugm-3,34.51518,V ugm-3,61.44409,V ugm-3
20/01/2022,21:00:00,34.41839,V ugm-3,29.60829,V ugm-3,64.56533,V ugm-3
20/01/2022,22:00:00,25.89399,V ugm-3,29.18427,V ugm-3,62.5012,V ugm-3
20/01/2022,23:00:00,34.3122,V ugm-3,15.66603,V ugm-3,45.46133,V ugm-3
20/01/2022,24:00:00,54.17321,V ugm-3,9.4479,V ugm-3,40.91069,V ugm-3
21/01/2022,01:00:00,32.07789,V ugm-3,16.25179,V ugm-3,32.96717,V ugm-3
21/01/2022,02:00:00,26.10313,V ugm-3,39.57452,V ugm-3,40.37924,V ugm-3
21/01/2022,03:00:00,28.63963,V ugm-3,24.85498,V ugm-3,39.49686,V ugm-3
21/01/2022,04:00:00,26.944,V ugm-3,28.61214,V ugm-3,44.57987,V ugm-3
21/01/2022,05:00:00,58.81564,V ugm-3,9.99706,V ugm-3,53.73791,V ugm-3
21/01/2022,06:00:00,56.69497,V ugm-3,11.94826,V ugm-3,64.31944,V ugm-3
21/01/2022,07:00:00,76.22446,V ugm-3,15.47027,V ugm-3,72.10074,V ugm-3
21/01/2022,08:00:00,44.64368,V ugm-3,30.18085,V ugm-3,81.57256,V ugm-3
21/01/2022,09:00:00,103.91933,V ugm-3,58.68692,V ugm-3,72.20442,V ugm-3
21/01/2022,10:00:00,69.64129,V ugm-3,42.02795,V ugm-3,59.36166,V ugm-3
21/01/2022,11:00:00,38.37419,V ugm-3,20.90501,V ugm-3,34.67734,V ugm-3
21/01/2022,12:00:00,36.9279,V ugm-3,20.29372,V ugm-3,31.55314,V ugm-3
21/01/2022,13:00:00,38.80216,V ugm-3,17.1526,V ugm-3,27.7948,V ugm-3
21/01/2022,14:00:00,33.05796,V ugm-3,18.53745,V ugm-3,31.0775,V ugm-3
21/01/2022,15:00:00,36.98942,V ugm-3,23.10293,V ugm-3,34.73052,V ugm-3
21/01/2022,16:00:00,40.83917,V ugm-3,18.33533,V ugm-3,29.11906,V ugm-3
21/01/2022,17:00:00,57.83646,V ugm-3,18.85566,V ugm-3,56.27681,V ugm-3
21/01/2022,18:00:00,87.02515,V ugm-3,16.95012,V ugm-3,55.64242,V ugm-3
21/01/2022,19:00:00,127.14628,V ugm-3,23.99485,V ugm-3,43.67986,V ugm-3
21/01/2022,20:00:00,72.73416,V ugm-3,22.04261,V ugm-3,39.07336,V ugm-3
21/01/2022,21:00:00,108.6802,V ugm-3,36.84977,V ugm-3,72.58327,V ugm-3
21/01/2022,22:00:00,96.36998,V ugm-3,33.30406,V ugm-3,72.84581,V ugm-3
21/01/2022,23:00:00,93.7453,V ugm-3,26.57314,V ugm-3,74.1103,V ugm-3
21/01/2022,24:00:00,89.64095,V ugm-3,24.71502,V ugm-3,68.44322,V ugm-3
22/01/2022,01:00:00,No data,V ugm-3,32.10832,V ugm-3,66.92161,V ugm-3
22/01/2022,02:00:00,No data,V ugm-3,31.24683,V ugm-3,51.75209,V ugm-3
22/01/2022,03:00:00,No data,V ugm-3,30.07732,V ugm-3,47.7674,V ugm-3
22/01/2022,04:00:00,No data,V ugm-3,29.84038,V ugm-3,9.3749,V ugm-3
22/01/2022,05:00:00,No data,V ugm-3,14.90657,V ugm-3,8.47446,V ugm-3
22/01/2022,06:00:00,No data,V ugm-3,8.28491,V ugm-3,13.77099,V ugm-3
22/01/2022,07:00:00,No data,V ugm-3,12.75929,V ugm-3,29.60755,V ugm-3
22/01/2022,08:00:00,No data,V ugm-3,25.66343,V ugm-3,41.73611,V ugm-3
22/01/2022,09:00:00,No data,V ugm-3,38.76483,V ugm-3,64.87545,V ugm-3
22/01/2022,10:00:00,No data,V ugm-3,25.52808,V ugm-3,66.6637,V ugm-3
22/01/2022,11:00:00,No data,V ugm-3,12.38426,V ugm-3,27.91104,V ugm-3
22/01/2022,12:00:00,No data,V ugm-3,11.57815,V ugm-3,15.78315,V ugm-3
22/01/2022,13:00:00,No data,V ugm-3,12.81413,V ugm-3,17.3721,V ugm-3
22/01/2022,14:00:00,No data,V ugm-3,16.14806,V ugm-3,23.14544,V ugm-3
22/01/2022,15:00:00,No data,V ugm-3,16.71449,V ugm-3,26.85297,V ugm-3
22/01/2022,16:00:00,No data,V ugm-3,17.28455,V ugm-3,26.48207,V ugm-3
22/01/2022,17:00:00,No data,V ugm-3,19.3318,V ugm-3,45.17749,V ugm-3
22/01/2022,18:00:00,No data,V ugm-3,26.53541,V ugm-3,44.64811,V ugm-3
22/01/2022,19:00:00,No data,V ugm-3,21.71427,V ugm-3,44.3305,V ugm-3
22/01/2022,20:00:00,No data,V ugm-3,26.35109,V ugm-3,42.31854,V ugm-3
22/01/2022,21:00:00,No data,V ugm-3,34.16579,V ugm-3,34.05659,V ugm-3
22/01/2022,22:00:00,No data,V ugm-3,50.54009,V ugm-3,42.68983,V ugm-3
22/01/2022,23:00:00,No data,V ugm-3,63.25766,V ugm-3,53.75873,V ugm-3
22/01/2022,24:00:00,No data,V ugm-3,58.20615,V ugm-3,42.79643,V ugm-3
23/01/2022,01:00:00,No data,V ugm-3,44.15499,V ugm-3,51.92652,V ugm-3
23/01/2022,02:00:00,No data,V ugm-3,43.26843,V ugm-3,58.98886,V ugm-3
23/01/2022,03:00:00,No data,V ugm-3,33.18484,V ugm-3,51.6067,V ugm-3
23/01/2022,04:00:00,No data,V ugm-3,22.83179,V ugm-3,46.83923,V ugm-3
23/01/2022,05:00:00,No data,V ugm-3,13.57621,V ugm-3,37.09038,V ugm-3
23/01/2022,06:00:00,No data,V ugm-3,5.23809,V ugm-3,41.38204,V ugm-3
23/01/2022,07:00:00,No data,V ugm-3,6.14232,V ugm-3,29.77842,V ugm-3
23/01/2022,08:00:00,No data,V ugm-3,4.80909,V ugm-3,29.08891,V ugm-3
23/01/2022,09:00:00,No data,V ugm-3,6.61874,V ugm-3,19.33975,V ugm-3
23/01/2022,10:00:00,No data,V ugm-3,9.00085,V ugm-3,31.68475,V ugm-3
23/01/2022,11:00:00,No data,V ugm-3,11.76436,V ugm-3,31.15463,V ugm-3
23/01/2022,12:00:00,No data,V ugm-3,9.5274,V ugm-3,32.15976,V ugm-3
23/01/2022,13:00:00,No data,V ugm-3,11.33858,V ugm-3,31.36475,V ugm-3
23/01/2022,14:00:00,No data,V ugm-3,11.43291,V ugm-3,28.98046,V ugm-3
23/01/2022,15:00:00,No data,V ugm-3,13.2927,V ugm-3,29.82891,V ugm-3
23/01/2022,16:00:00,No data,V ugm-3,12.57595,V ugm-3,31.78957,V ugm-3
23/01/2022,17:00:00,No data,V ugm-3,11.33689,V ugm-3,37.61704,V ugm-3
23/01/2022,18:00:00,No data,V ugm-3,12.05177,V ugm-3,31.31263,V ugm-3
23/01/2022,19:00:00,No data,V ugm-3,16.43169,V ugm-3,27.28609,V ugm-3
23/01/2022,20:00:00,No data,V ugm-3,10.23974,V ugm-3,31.41974,V ugm-3
23/01/2022,21:00:00,No data,V ugm-3,13.52727,V ugm-3,25.59193,V ugm-3
23/01/2022,22:00:00,No data,V ugm-3,16.19509,V ugm-3,18.38603,V ugm-3
23/01/2022,23:00:00,No data,V ugm-3,13.24308,V ugm-3,16.05443,V ugm-3
23/01/2022,24:00:00,No data,V ugm-3,7.04994,V ugm-3,10.59689,V ugm-3
24/01/2022,01:00:00,No data,V ugm-3,4.5098,V ugm-3,8.83417,V ugm-3
24/01/2022,02:00:00,No data,V ugm-3,9.83854,V ugm-3,6.43133,V ugm-3
24/01/2022,03:00:00,No data,V ugm-3,9.85485,V ugm-3,8.95796,V ugm-3
24/01/2022,04:00:00,No data,V ugm-3,8.5697,V ugm-3,11.82024,V ugm-3
24/01/2022,05:00:00,No data,V ugm-3,9.28241,V ugm-3,13.40983,V ugm-3
24/01/2022,06:00:00,No data,V ugm-3,5.80771,V ugm-3,22.73798,V ugm-3
